movieId,title,genres,tags
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,action action packed adapted from:book amnesia assassin assassination assassins based on a book car chase chase cia conspiracy espionage fast paced fight scenes good action good sequel intense pg-13 plot realistic action robert ludlum secret service secrets sequel spies spy spying surveillance survival suspense tom clancy
8685,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",Comedy|Drama,
8729,Swann in Love (Un amour de Swann) (1984),Drama,
8786,Port of Shadows (Quai des brumes) (1938),Drama,black and white bleak criterion downbeat enigmatic film noir france french golden palm loneliness lyrical melancholic moody noir reflective stylized
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama,adventure amazing cinematography argentina based on a book based on a true story based on book beautiful scenery beautifully filmed biographical biography biopic cinematography communism destiny drama excellent script foreign friendship idealism inspiring latin america mentor motorcycle original oscar (best foreign language film) political politics revolution road movie road trip scenic social commentary south america spanish storytelling unlikely friendships
8958,Ray (2004),Drama,addiction biographical biography biopic blindness disability dramatic drug abuse drug addiction exceptional acting genius good good music great acting great music jazz life mentor music music business musicians oscar oscar (best actor) oscar (best actress) oscar (best directing) oscar (best picture) oscar (best supporting actor) oscar winner rags to riches segregation
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,action adventure animated animation cartoon children clever computer animation family fast paced fun good imdb top 250 kids kids and family original oscar (best animated feature) pg pixar pixar animation story super hero super-hero superhero superheroes technology toys
8970,Finding Neverland (2004),Drama,biographical biopic bittersweet childhood children drama fairy tale fantasy fantasy world heartwarming imagination mentor peter pan sentimental touching true story
8973,Bad Education (La mala educación) (2004),Drama|Thriller,almodovar child abuse complex drama enigmatic gay homosexuality male nudity queer sexual abuse spain spanish storytelling transgender visually appealing
27193,Taxi 2 (2000),Action|Comedy,action car chase cars chase comedy dumb but funny fast paced france french funny good action kidnapping ninja paris
27266,2046 (2004),Drama|Fantasy|Romance|Sci-Fi,androids art house cinematography enigmatic hotel intimate loneliness love meditative melancholic melancholy relationships stylized visually appealing visually stunning writer's life
27721,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",Drama|Mystery|Romance|War,beautifully filmed cinematography destiny foreign france french love story original paris romance storytelling visually appealing visually stunning war world war i
27821,"Interpreter, The (2005)",Drama|Thriller,assassination conspiracy ethnic conflict new york secret service surveillance suspenseful thriller united nations world politics
30749,Hotel Rwanda (2004),Drama|War,africa based on a true story based on true story brutality civil war compassionate courage drama dramatic ethnic conflict excellent script factual forceful genocide good great acting heartbreaking historical history holocaust hotel imdb top 250 intense oscar oscar (best actor) oscar (best directing) oscar (best picture) pg-13 social commentary survival touching tragedy true story united nations us history violence war world politics
30848,"Love Song for Bobby Long, A (2004)",Drama,coming of age drama good soundtrack literature mentor new orleans
31923,"Three Musketeers, The (1973)",Action|Adventure|Comedy,adapted from:book adventure based on a book classic fight scenes france fun movie humorous light paris swashbuckler sword fight sword fighting
31956,5x2 (2004),Drama|Romance,adultery divorce french infidelity intimate marriage paris relationships
32591,Look at Me (Comme une image) (2004),Comedy|Drama|Romance,complex father daughter relationship music relationships
33166,Crash (2004),Crime|Drama,best of 2005 complex dramatic ensemble cast excellent script good soundtrack great acting imdb top 250 intense interesting los angeles multiple storylines original oscar (best directing) oscar (best editing) oscar (best picture) powerful ending prejudice race issues racism redemption relationships social commentary stereotypes storytelling thought-provoking
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,action adventure big budget cgi clones dark dialogue dynamic cgi action epic fantasy fight scenes fighting franchise futuristic good good versus evil great ending intense mythology original original plot pg-13 prequel revenge robots saturn award (best special effects) sci fi sci-fi science fiction series space space opera special effects star wars story trilogy visual visually stunning war
33660,Cinderella Man (2005),Drama|Romance,1930s amazing cinematography based on true story biographical biopic boxing courage depression dramatic feel good movie feel-good fighting good good acting great great acting great movie imdb top 250 inspirational inspiring intense mentor oscar oscar (best directing) oscar (best editing) oscar (best picture) oscar (best supporting actor) oscar (best supporting actress) oscar winner pg-13 poverty rags to riches sentimental sports true story underdog
33794,Batman Begins (2005),Action|Crime|IMAX,action adapted from:comic alter ego anti-hero based on a comic based on comic batman best of 2005 big budget comic book comic book adaption comics corruption dark dark hero dc comics fight scenes franchise good good acting graphic novel great acting great ending great movie imdb top 250 intense mentor ninja nocturnal original pg-13 realistic stylized super hero super-hero superhero superheroes vengeance vigilante vigilantism visually appealing
34162,Wedding Crashers (2005),Comedy|Romance,chick flick comedy funniest movies funny funny as hell happy ending hilarious pg-13 romantic comedy stereotypes very funny wedding
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance,comedy crude humor foul language funniest movies funny funny as hell geeks hilarious humor humorous off-beat comedy original pornography sex sex comedy sexual sexuality very funny virginity
36527,Proof (2005),Drama,father daughter relationship insanity math mathematics mental illness
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,adapted from:book adventure based on a book based on book big budget boarding school book book was better books coming of age dark dark fantasy dragons emma watson fantasy fantasy world franchise good versus evil harry potter imagination kids magic maze mythology parallel universe pg-13 series special effects visually stunning witch witches wizards
